City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
328,almeirim,-1.5233,-52.5817,26.35,78,100,1.75,BR,1704643317
329,acapulco de juarez,16.8634,-99.8901,26.97,58,64,1.15,MX,1704643279
330,severo-yeniseyskiy,60.3725,93.0408,-30.79,100,44,1.79,RU,1704643522
331,uglich,57.5275,38.3317,-27.01,98,7,1.8,RU,1704643522
332,djougou,9.7085,1.666,35.65,10,4,1.6,BJ,1704643522
333,northam,51.0333,-4.2167,4.78,76,44,4.83,GB,1704643522
334,itarare,-24.1125,-49.3317,33.8,27,7,2.69,BR,1704643523
335,pinarbasi,38.7229,36.3931,3.44,77,100,3.17,TR,1704643523
336,alofi,-19.0595,-169.9187,24.94,94,61,1.03,NU,1704643523
337,hasaki,35.7333,140.8333,3.22,43,76,8.11,JP,1704643523
338,tegueste,28.5167,-16.3167,18.33,83,20,2.68,ES,1704643524
339,olovyannaya,50.95,115.5667,-29.26,97,15,1.05,RU,1704643524
340,lazaro cardenas,17.9583,-102.2,25.81,57,100,1.34,MX,1704643524
341,nantucket,41.2835,-70.0995,6.08,100,100,9.77,US,1704643525
342,batticaloa,7.7102,81.6924,26.22,85,81,3.25,LK,1704643525
343,seminole,28.7086,-81.2081,17.45,72,40,5.14,US,1704643329
344,fort bragg,35.139,-79.006,12.89,77,0,5.14,US,1704643525
345,tillmans corner,30.5902,-88.1708,12.88,57,0,6.17,US,1704643526
346,holualoa,19.6228,-155.9522,20.48,80,0,3.09,US,1704643526
347,papao,-17.75,-149.55,24.82,82,95,5.08,PF,1704643526
348,hobyo,5.3505,48.5268,25.3,69,65,9.47,SO,1704643526
349,carlsbad,33.1581,-117.3506,13.66,55,0,4.63,US,1704643447
350,opuwo,-18.0607,13.84,27.33,50,99,2.32,NA,1704643527
351,ulaangom,49.9811,92.0667,-20.11,98,100,0.54,MN,1704643527
352,suomussalmi,64.8869,28.9078,-16.07,98,100,2.9,FI,1704643528
353,san carlos,9.6612,-68.5827,33.35,37,31,2.35,VE,1704643528
354,annaba,36.9,7.7667,8.98,81,75,9.77,DZ,1704643529
355,ladario,-19.0047,-57.6017,34.16,55,75,3.6,BR,1704643529
356,yinchuan,38.4681,106.2731,-1.94,31,99,1.53,CN,1704643529
357,conduaga,8.862,117.4893,26.13,84,78,1.07,PH,1704643530
358,haiku-pauwela,20.9219,-156.3051,20.58,88,0,3.6,US,1704643530
359,juan griego,11.0817,-63.9655,28.63,63,42,5.58,VE,1704643530
360,el calafate,-50.3408,-72.2768,12.81,57,88,6.51,AR,1704643531
361,popondetta,-8.7537,148.2534,23.73,96,100,1.31,PG,1704643531
